ANGLO AMERICAN PLC, GBX , LSE, EUROPE/LONDON, AAL, 1448.0, 4.0, 0.28
ANGLO AMERICAN PLC, GBX , LSE, EUROPE/LONDON, AAL, 1444.56, 0.56, 0.04
